ID,CUSTOMERNAME,PHONE,PRODUCT,TRANSPORTINDUSTRY,PRODUCTCODE,ADDRESSLINE,CITY,COUNTRY,TERRITORY
2373,La Rochelle Gifts,40.67.8555,Vintage Cars,Land-Based,S50_1341,"67, rue des Cinquante Otages",Nantes,France,EMEA
2374,FunGiftIdeas.com,5085552555,Vintage Cars,Land-Based,S50_1341,1785 First Street,New Bedford,USA,NA
2375,Reims Collectables,26.47.1555,Vintage Cars,Land-Based,S50_1341,59 rue de l'Abbaye,Reims,France,EMEA
2376,Tekni Collectables Inc.,2015559350,Vintage Cars,Land-Based,S50_1341,7476 Moss Rd.,Newark,USA,NA
2377,L'ordine Souveniers,0522-556555,Vintage Cars,Land-Based,S50_1341,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
2378,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S50_1392,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2379,Classic Legends Inc.,2125558493,Trucks and Buses,Land-Based,S50_1392,5905 Pompton St.,NYC,USA,NA
2380,Muscle Machine Inc,2125557413,Trucks and Buses,Land-Based,S50_1392,4092 Furth Circle,NYC,USA,NA
2381,Suominen Souveniers,+358 9 8045 555,Trucks and Buses,Land-Based,S50_1392,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
2382,"Oulu Toy Supplies, Inc.",981-443655,Trucks and Buses,Land-Based,S50_1392,Torikatu 38,Oulu,Finland,EMEA
2383,"Dragon Souveniers, Ltd.",+65 221 7555,Trucks and Buses,Land-Based,S50_1392,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
2384,L'ordine Souveniers,0522-556555,Trucks and Buses,Land-Based,S50_1392,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
2385,"Iberia Gift Imports, Corp.",(95) 555 82 82,Trucks and Buses,Land-Based,S50_1392,"C/ Romero, 33",Sevilla,Spain,EMEA
2386,Mini Classics,9145554562,Trucks and Buses,Land-Based,S50_1392,3758 North Pendale Street,White Plains,USA,NA
2387,Diecast Collectables,6175552555,Trucks and Buses,Land-Based,S50_1392,6251 Ingle Ln.,Boston,USA,NA
2388,"Clover Collections, Co.",+353 1862 1555,Trucks and Buses,Land-Based,S50_1392,25 Maiden Lane,Dublin,Ireland,EMEA
2389,"Blauer See Auto, Co.",+49 69 66 90 2555,Trucks and Buses,Land-Based,S50_1392,Lyonerstr. 34,Frankfurt,Germany,EMEA
2390,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S50_1392,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2391,Handji Gifts& Co,+65 224 1555,Trucks and Buses,Land-Based,S50_1392,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
2392,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S50_1392,5677 Strong St.,San Rafael,USA,NA
2393,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S50_1392,5677 Strong St.,San Rafael,USA,NA
2394,Land of Toys Inc.,2125557818,Trucks and Buses,Land-Based,S50_1392,897 Long Airport Avenue,NYC,USA,NA
2395,Marta's Replicas Co.,6175558555,Trucks and Buses,Land-Based,S50_1392,39323 Spinnaker Dr.,Cambridge,USA,NA
2396,Heintze Collectables,86 21 3555,Trucks and Buses,Land-Based,S50_1392,Smagsloget 45,Aaarhus,Denmark,EMEA
2397,Baane Mini Imports,07-98 9555,Trucks and Buses,Land-Based,S50_1392,Erling Skakkes gate 78,Stavern,Norway,EMEA
2398,"La Corne D'abondance, Co.",(1) 42.34.2555,Trucks and Buses,Land-Based,S50_1392,"265, boulevard Charonne",Paris,France,EMEA
2399,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S50_1392,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2400,Reims Collectables,26.47.1555,Trucks and Buses,Land-Based,S50_1392,59 rue de l'Abbaye,Reims,France,EMEA
2401,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S50_1392,5677 Strong St.,San Rafael,USA,NA
2402,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S50_1392,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2403,Lyon Souveniers,+33 1 46 62 7555,Trucks and Buses,Land-Based,S50_1392,27 rue du Colonel Pierre Avia,Paris,France,EMEA
2404,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S50_1392,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2405,La Rochelle Gifts,40.67.8555,Trucks and Buses,Land-Based,S50_1392,"67, rue des Cinquante Otages",Nantes,France,EMEA
2406,Euro Shopping Channel,(91) 555 94 44,Trains,Land-Based,S50_1514,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2407,"Dragon Souveniers, Ltd.",+65 221 7555,Trains,Land-Based,S50_1514,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
2408,Muscle Machine Inc,2125557413,Trains,Land-Based,S50_1514,4092 Furth Circle,NYC,USA,NA
2409,Mini Gifts Distributors Ltd.,4155551450,Trains,Land-Based,S50_1514,5677 Strong St.,San Rafael,USA,NA
2410,Euro Shopping Channel,(91) 555 94 44,Trains,Land-Based,S50_1514,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2411,"Dragon Souveniers, Ltd.",+65 221 7555,Trains,Land-Based,S50_1514,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
2412,L'ordine Souveniers,0522-556555,Trains,Land-Based,S50_1514,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
2413,Mini Creations Ltd.,5085559555,Trains,Land-Based,S50_1514,4575 Hillside Dr.,New Bedford,USA,NA
2414,Super Scale Inc.,2035559545,Trains,Land-Based,S50_1514,567 North Pendale Street,New Haven,USA,NA
2415,"Saveley & Henriot, Co.",78.32.5555,Trains,Land-Based,S50_1514,"2, rue du Commerce",Lyon,France,EMEA
2416,"Clover Collections, Co.",+353 1862 1555,Trains,Land-Based,S50_1514,25 Maiden Lane,Dublin,Ireland,EMEA
2417,"Blauer See Auto, Co.",+49 69 66 90 2555,Trains,Land-Based,S50_1514,Lyonerstr. 34,Frankfurt,Germany,EMEA
2418,Suominen Souveniers,+358 9 8045 555,Trains,Land-Based,S50_1514,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
2419,Diecast Classics Inc.,2155551555,Trains,Land-Based,S50_1514,7586 Pompton St.,Allentown,USA,NA
2420,Mini Gifts Distributors Ltd.,4155551450,Trains,Land-Based,S50_1514,5677 Strong St.,San Rafael,USA,NA
2421,Land of Toys Inc.,2125557818,Trains,Land-Based,S50_1514,897 Long Airport Avenue,NYC,USA,NA
2422,"AV Stores, Co.",(171) 555-1555,Trains,Land-Based,S50_1514,Fauntleroy Circus,Manchester,UK,EMEA
2423,Heintze Collectables,86 21 3555,Trains,Land-Based,S50_1514,Smagsloget 45,Aaarhus,Denmark,EMEA
2424,Baane Mini Imports,07-98 9555,Trains,Land-Based,S50_1514,Erling Skakkes gate 78,Stavern,Norway,EMEA
2425,Classic Legends Inc.,2125558493,Trains,Land-Based,S50_1514,5905 Pompton St.,NYC,USA,NA
2426,Euro Shopping Channel,(91) 555 94 44,Trains,Land-Based,S50_1514,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2427,Reims Collectables,26.47.1555,Trains,Land-Based,S50_1514,59 rue de l'Abbaye,Reims,France,EMEA
2428,"Tokyo Collectables, Ltd",+81 3 3584 0555,Trains,Land-Based,S50_1514,2-2-8 Roppongi,Minato-ku,Japan,APAC
2429,Euro Shopping Channel,(91) 555 94 44,Trains,Land-Based,S50_1514,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2430,Lyon Souveniers,+33 1 46 62 7555,Trains,Land-Based,S50_1514,27 rue du Colonel Pierre Avia,Paris,France,EMEA
2431,Gift Depot Inc.,2035552570,Trains,Land-Based,S50_1514,25593 South Bay Ln.,Bridgewater,USA,NA
2432,Cruz & Sons Co.,+63 2 555 3587,Motorcycles,Land-Based,S50_4713,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
2433,Reims Collectables,26.47.1555,Motorcycles,Land-Based,S50_4713,59 rue de l'Abbaye,Reims,France,EMEA
2434,Mini Gifts Distributors Ltd.,4155551450,Motorcycles,Land-Based,S50_4713,5677 Strong St.,San Rafael,USA,NA
2435,Toys4GrownUps.com,6265557265,Motorcycles,Land-Based,S50_4713,78934 Hillside Dr.,Pasadena,USA,NA
2436,Corporate Gift Ideas Co.,6505551386,Motorcycles,Land-Based,S50_4713,7734 Strong St.,San Francisco,USA,NA
2437,"Anna's Decorations, Ltd",02 9936 8555,Motorcycles,Land-Based,S50_4713,201 Miller Street,North Sydney,Australia,APAC
2438,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S50_4713,"184, chausse de Tournai",Lille,France,EMEA
2439,Euro Shopping Channel,(91) 555 94 44,Motorcycles,Land-Based,S50_4713,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2440,Auto Canal Petit,(1) 47.55.6555,Motorcycles,Land-Based,S50_4713,"25, rue Lauriston",Paris,France,EMEA
2441,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S50_4713,"184, chausse de Tournai",Lille,France,EMEA
2442,Vitachrome Inc.,2125551500,Motorcycles,Land-Based,S50_4713,2678 Kingston Rd.,NYC,USA,NA
2443,Auto Canal Petit,(1) 47.55.6555,Motorcycles,Land-Based,S50_4713,"25, rue Lauriston",Paris,France,EMEA
2444,Gifts4AllAges.com,6175559555,Motorcycles,Land-Based,S50_4713,8616 Spinnaker Dr.,Boston,USA,NA
2445,Online Mini Collectables,6175557555,Motorcycles,Land-Based,S50_4713,7635 Spinnaker Dr.,Brickhaven,USA,NA
2446,Marta's Replicas Co.,6175558555,Motorcycles,Land-Based,S50_4713,39323 Spinnaker Dr.,Cambridge,USA,NA
2447,"Toys of Finland, Co.",90-224 8555,Motorcycles,Land-Based,S50_4713,Keskuskatu 45,Helsinki,Finland,EMEA
2448,Baane Mini Imports,07-98 9555,Motorcycles,Land-Based,S50_4713,Erling Skakkes gate 78,Stavern,Norway,EMEA
2449,Microscale Inc.,2125551957,Motorcycles,Land-Based,S50_4713,5290 North Pendale Street,NYC,USA,NA
2450,Motor Mint Distributors Inc.,2155559857,Motorcycles,Land-Based,S50_4713,11328 Douglas Av.,Philadelphia,USA,NA
2451,Salzburg Collectables,6562-9555,Motorcycles,Land-Based,S50_4713,Geislweg 14,Salzburg,Austria,EMEA
2452,Lyon Souveniers,+33 1 46 62 7555,Motorcycles,Land-Based,S50_4713,27 rue du Colonel Pierre Avia,Paris,France,EMEA
2453,Mini Creations Ltd.,5085559555,Motorcycles,Land-Based,S50_4713,4575 Hillside Dr.,New Bedford,USA,NA
2454,La Rochelle Gifts,40.67.8555,Motorcycles,Land-Based,S50_4713,"67, rue des Cinquante Otages",Nantes,France,EMEA
2455,Mini Gifts Distributors Ltd.,4155551450,Motorcycles,Land-Based,S50_4713,5677 Strong St.,San Rafael,USA,NA
2456,"UK Collectables, Ltd.",(171) 555-2282,Motorcycles,Land-Based,S50_4713,Berkeley Gardens 12  Brewery,Liverpool,UK,EMEA
2457,Danish Wholesale Imports,31 12 3555,Ships,Maritime,S700_1138,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
2458,Salzburg Collectables,6562-9555,Ships,Maritime,S700_1138,Geislweg 14,Salzburg,Austria,EMEA
2459,"Stylish Desk Decors, Co.",(171) 555-0297,Ships,Maritime,S700_1138,35 King George,London,UK,EMEA
2460,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S700_1138,5677 Strong St.,San Rafael,USA,NA
2461,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_1138,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2462,Scandinavian Gift Ideas,0695-34 6555,Ships,Maritime,S700_1138,?kergatan 24,Boras,Sweden,EMEA
2463,CAF Imports,+34 913 728 555,Ships,Maritime,S700_1138,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,EMEA
2464,Mini Creations Ltd.,5085559555,Ships,Maritime,S700_1138,4575 Hillside Dr.,New Bedford,USA,NA
2465,Enaco Distributors,(93) 203 4555,Ships,Maritime,S700_1138,"Rambla de Catalu�a, 23",Barcelona,Spain,EMEA
2466,"Saveley & Henriot, Co.",78.32.5555,Ships,Maritime,S700_1138,"2, rue du Commerce",Lyon,France,EMEA
2467,Collectable Mini Designs Co.,7605558146,Ships,Maritime,S700_1138,361 Furth Circle,San Diego,USA,NA
2468,Tekni Collectables Inc.,2015559350,Ships,Maritime,S700_1138,7476 Moss Rd.,Newark,USA,NA
2469,Land of Toys Inc.,2125557818,Ships,Maritime,S700_1138,897 Long Airport Avenue,NYC,USA,NA
2470,Quebec Home Shopping Network,(514) 555-8054,Ships,Maritime,S700_1138,43 rue St. Laurent,Montreal,Canada,NA
2471,Petit Auto,(02) 5554 67,Ships,Maritime,S700_1138,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA
2472,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Ships,Maritime,S700_1138,23 Tsawassen Blvd.,Tsawassen,Canada,NA
2473,Gifts4AllAges.com,6175559555,Ships,Maritime,S700_1138,8616 Spinnaker Dr.,Boston,USA,NA
2474,"AV Stores, Co.",(171) 555-1555,Ships,Maritime,S700_1138,Fauntleroy Circus,Manchester,UK,EMEA
2475,La Rochelle Gifts,40.67.8555,Ships,Maritime,S700_1138,"67, rue des Cinquante Otages",Nantes,France,EMEA
2476,"Volvo Model Replicas, Co",0921-12 3555,Ships,Maritime,S700_1138,Berguvsv�gen  8,Lule,Sweden,EMEA
2477,"Tokyo Collectables, Ltd",+81 3 3584 0555,Ships,Maritime,S700_1138,2-2-8 Roppongi,Minato-ku,Japan,APAC
2478,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_1138,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2479,"Oulu Toy Supplies, Inc.",981-443655,Ships,Maritime,S700_1138,Torikatu 38,Oulu,Finland,EMEA
2480,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S700_1138,5677 Strong St.,San Rafael,USA,NA
2481,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S700_1138,5677 Strong St.,San Rafael,USA,NA
2482,Gifts4AllAges.com,6175559555,Ships,Maritime,S700_1138,8616 Spinnaker Dr.,Boston,USA,NA
2483,Rovelli Gifts,035-640555,Planes,Aero,S700_1691,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
2484,"Australian Collectors, Co.",03 9520 4555,Planes,Aero,S700_1691,636 St Kilda Road,Melbourne,Australia,APAC
2485,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S700_1691,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2486,Mini Creations Ltd.,5085559555,Planes,Aero,S700_1691,4575 Hillside Dr.,New Bedford,USA,NA
2487,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S700_1691,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2488,Technics Stores Inc.,6505556809,Planes,Aero,S700_1691,9408 Furth Circle,Burlingame,USA,NA
2489,West Coast Collectables Co.,3105553722,Planes,Aero,S700_1691,3675 Furth Circle,Burbank,USA,NA
2490,Osaka Souveniers Co.,+81 06 6342 5555,Planes,Aero,S700_1691,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,APAC
2491,"Australian Collectors, Co.",03 9520 4555,Planes,Aero,S700_1691,636 St Kilda Road,Melbourne,Australia,APAC
2492,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Planes,Aero,S700_1691,23 Tsawassen Blvd.,Tsawassen,Canada,NA
2493,The Sharp Gifts Warehouse,4085553659,Planes,Aero,S700_1691,3086 Ingle Ln.,San Jose,USA,NA
2494,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S700_1691,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2495,La Rochelle Gifts,40.67.8555,Planes,Aero,S700_1691,"67, rue des Cinquante Otages",Nantes,France,EMEA
2496,"Norway Gifts By Mail, Co.",+47 2212 1555,Planes,Aero,S700_1691,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA
2497,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Planes,Aero,S700_1691,Hansastr. 15,Munich,Germany,EMEA
2498,Mini Classics,9145554562,Planes,Aero,S700_1691,3758 North Pendale Street,White Plains,USA,NA
2499,giftsbymail.co.uk,(198) 555-8888,Planes,Aero,S700_1691,Garden House Crowther Way,Cowes,UK,EMEA
2500,Rovelli Gifts,035-640555,Planes,Aero,S700_1691,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
2501,Enaco Distributors,(93) 203 4555,Planes,Aero,S700_1691,"Rambla de Catalu�a, 23",Barcelona,Spain,EMEA
2502,Gift Ideas Corp.,2035554407,Planes,Aero,S700_1691,2440 Pompton St.,Glendale,USA,NA
2503,Souveniers And Things Co.,+61 2 9495 8555,Planes,Aero,S700_1691,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC
2504,La Rochelle Gifts,40.67.8555,Planes,Aero,S700_1691,"67, rue des Cinquante Otages",Nantes,France,EMEA
2505,FunGiftIdeas.com,5085552555,Planes,Aero,S700_1691,1785 First Street,New Bedford,USA,NA
2506,Reims Collectables,26.47.1555,Planes,Aero,S700_1691,59 rue de l'Abbaye,Reims,France,EMEA
2507,Tekni Collectables Inc.,2015559350,Planes,Aero,S700_1691,7476 Moss Rd.,Newark,USA,NA
2508,L'ordine Souveniers,0522-556555,Planes,Aero,S700_1691,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
2509,Danish Wholesale Imports,31 12 3555,Ships,Maritime,S700_1938,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
2510,"Dragon Souveniers, Ltd.",+65 221 7555,Ships,Maritime,S700_1938,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
2511,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_1938,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2512,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S700_1938,5677 Strong St.,San Rafael,USA,NA
2513,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_1938,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2514,FunGiftIdeas.com,5085552555,Ships,Maritime,S700_1938,1785 First Street,New Bedford,USA,NA
2515,CAF Imports,+34 913 728 555,Ships,Maritime,S700_1938,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,EMEA
2516,Mini Creations Ltd.,5085559555,Ships,Maritime,S700_1938,4575 Hillside Dr.,New Bedford,USA,NA
2517,Super Scale Inc.,2035559545,Ships,Maritime,S700_1938,567 North Pendale Street,New Haven,USA,NA
2518,"Saveley & Henriot, Co.",78.32.5555,Ships,Maritime,S700_1938,"2, rue du Commerce",Lyon,France,EMEA
2519,Petit Auto,(02) 5554 67,Ships,Maritime,S700_1938,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA
2520,giftsbymail.co.uk,(198) 555-8888,Ships,Maritime,S700_1938,Garden House Crowther Way,Cowes,UK,EMEA
2521,Land of Toys Inc.,2125557818,Ships,Maritime,S700_1938,897 Long Airport Avenue,NYC,USA,NA
2522,Petit Auto,(02) 5554 67,Ships,Maritime,S700_1938,Rue Joseph-Bens 532,Bruxelles,Belgium,EMEA
2523,Mini Gifts Distributors Ltd.,4155551450,Ships,Maritime,S700_1938,5677 Strong St.,San Rafael,USA,NA
2524,Amica Models & Co.,011-4988555,Ships,Maritime,S700_1938,Via Monte Bianco 34,Torino,Italy,EMEA
2525,"AV Stores, Co.",(171) 555-1555,Ships,Maritime,S700_1938,Fauntleroy Circus,Manchester,UK,EMEA
2526,Heintze Collectables,86 21 3555,Ships,Maritime,S700_1938,Smagsloget 45,Aaarhus,Denmark,EMEA
2527,Danish Wholesale Imports,31 12 3555,Ships,Maritime,S700_1938,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
2528,Classic Legends Inc.,2125558493,Ships,Maritime,S700_1938,5905 Pompton St.,NYC,USA,NA
2529,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_1938,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2530,"Tokyo Collectables, Ltd",+81 3 3584 0555,Ships,Maritime,S700_1938,2-2-8 Roppongi,Minato-ku,Japan,APAC
2531,Corporate Gift Ideas Co.,6505551386,Ships,Maritime,S700_1938,7734 Strong St.,San Francisco,USA,NA
2532,Alpha Cognac,61.77.6555,Ships,Maritime,S700_1938,1 rue Alsace-Lorraine,Toulouse,France,EMEA
2533,Gifts4AllAges.com,6175559555,Ships,Maritime,S700_1938,8616 Spinnaker Dr.,Boston,USA,NA
2534,Rovelli Gifts,035-640555,Ships,Maritime,S700_2047,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
2535,Salzburg Collectables,6562-9555,Ships,Maritime,S700_2047,Geislweg 14,Salzburg,Austria,EMEA
2536,Gift Ideas Corp.,2035554407,Ships,Maritime,S700_2047,2440 Pompton St.,Glendale,USA,NA
2537,Mini Creations Ltd.,5085559555,Ships,Maritime,S700_2047,4575 Hillside Dr.,New Bedford,USA,NA
2538,"Toys of Finland, Co.",90-224 8555,Ships,Maritime,S700_2047,Keskuskatu 45,Helsinki,Finland,EMEA
2539,Scandinavian Gift Ideas,0695-34 6555,Ships,Maritime,S700_2047,?kergatan 24,Boras,Sweden,EMEA
2540,Alpha Cognac,61.77.6555,Ships,Maritime,S700_2047,1 rue Alsace-Lorraine,Toulouse,France,EMEA
2541,"Double Decker Gift Stores, Ltd",(171) 555-7555,Ships,Maritime,S700_2047,120 Hanover Sq.,London,UK,EMEA
2542,Enaco Distributors,(93) 203 4555,Ships,Maritime,S700_2047,"Rambla de Catalu�a, 23",Barcelona,Spain,EMEA
2543,"Men 'R' US Retailers, Ltd.",2155554369,Ships,Maritime,S700_2047,6047 Douglas Av.,Los Angeles,USA,NA
2544,Collectable Mini Designs Co.,7605558146,Ships,Maritime,S700_2047,361 Furth Circle,San Diego,USA,NA
2545,Cambridge Collectables Co.,6175555555,Ships,Maritime,S700_2047,4658 Baden Av.,Cambridge,USA,NA
2546,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_2047,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2547,Collectables For Less Inc.,6175558555,Ships,Maritime,S700_2047,7825 Douglas Av.,Brickhaven,USA,NA
2548,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Ships,Maritime,S700_2047,23 Tsawassen Blvd.,Tsawassen,Canada,NA
2549,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Ships,Maritime,S700_2047,Hansastr. 15,Munich,Germany,EMEA
2550,"Classic Gift Ideas, Inc",2155554695,Ships,Maritime,S700_2047,782 First Street,Philadelphia,USA,NA
2551,giftsbymail.co.uk,(198) 555-8888,Ships,Maritime,S700_2047,Garden House Crowther Way,Cowes,UK,EMEA
2552,Rovelli Gifts,035-640555,Ships,Maritime,S700_2047,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
2553,"Tokyo Collectables, Ltd",+81 3 3584 0555,Ships,Maritime,S700_2047,2-2-8 Roppongi,Minato-ku,Japan,APAC
2554,Auto-Moto Classics Inc.,6175558428,Ships,Maritime,S700_2047,16780 Pompton St.,Brickhaven,USA,NA
2555,Souveniers And Things Co.,+61 2 9495 8555,Ships,Maritime,S700_2047,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC
2556,"Oulu Toy Supplies, Inc.",981-443655,Ships,Maritime,S700_2047,Torikatu 38,Oulu,Finland,EMEA
2557,Euro Shopping Channel,(91) 555 94 44,Ships,Maritime,S700_2047,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2558,Reims Collectables,26.47.1555,Ships,Maritime,S700_2047,59 rue de l'Abbaye,Reims,France,EMEA
2559,The Sharp Gifts Warehouse,4085553659,Ships,Maritime,S700_2047,3086 Ingle Ln.,San Jose,USA,NA
2560,"Australian Collectables, Ltd",61-9-3844-6555,Ships,Maritime,S700_2047,7 Allen Street,Glen Waverly,Australia,APAC
2561,Rovelli Gifts,035-640555,Planes,Aero,S700_2466,Via Ludovico il Moro 22,Bergamo,Italy,EMEA
2562,"Australian Collectors, Co.",03 9520 4555,Planes,Aero,S700_2466,636 St Kilda Road,Melbourne,Australia,APAC
2563,Gift Ideas Corp.,2035554407,Planes,Aero,S700_2466,2440 Pompton St.,Glendale,USA,NA
2564,Mini Creations Ltd.,5085559555,Planes,Aero,S700_2466,4575 Hillside Dr.,New Bedford,USA,NA
2565,"Toys of Finland, Co.",90-224 8555,Planes,Aero,S700_2466,Keskuskatu 45,Helsinki,Finland,EMEA
2566,Technics Stores Inc.,6505556809,Planes,Aero,S700_2466,9408 Furth Circle,Burlingame,USA,NA
2567,Alpha Cognac,61.77.6555,Planes,Aero,S700_2466,1 rue Alsace-Lorraine,Toulouse,France,EMEA
2568,Cruz & Sons Co.,+63 2 555 3587,Planes,Aero,S700_2466,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
2569,Osaka Souveniers Co.,+81 06 6342 5555,Planes,Aero,S700_2466,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,Japan,APAC
2570,Collectable Mini Designs Co.,7605558146,Planes,Aero,S700_2466,361 Furth Circle,San Diego,USA,NA
2571,"Royal Canadian Collectables, Ltd.",(604) 555-4555,Planes,Aero,S700_2466,23 Tsawassen Blvd.,Tsawassen,Canada,NA
2572,The Sharp Gifts Warehouse,4085553659,Planes,Aero,S700_2466,3086 Ingle Ln.,San Jose,USA,NA
2573,Euro Shopping Channel,(91) 555 94 44,Planes,Aero,S700_2466,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
2574,La Rochelle Gifts,40.67.8555,Planes,Aero,S700_2466,"67, rue des Cinquante Otages",Nantes,France,EMEA
2575,"Norway Gifts By Mail, Co.",+47 2212 1555,Planes,Aero,S700_2466,"Drammensveien 126 A, PB 744 Sentrum",Oslo,Norway,EMEA
